"V2026","V3012","V3018","V3020","V3032","V3033","VS0005","VS0007","VS0017","VS0022","VS0023","VS0025","VS0034","VS0046","VS0047","VS0048","VS0049","VS0050","VS0051","VS0052","VS0053","VS0054","VS0055","VS0146","VS0147","VS0148","VS0149","VS0150","VS0151","VS0057","VS0152","VS0153","VS0154","VS0155","VS0058","VS0059","VS0069","VS0070","VS0112","VS0136","VS0138","o_bullied"
13,4,2,27,18,99,1,1,6,9,12,1,2,1,1,2,2,2,3,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,1,"0"
14,3,1,7,99,1,1,1,3,0,8,4,2,3,4,1,2,1,1,2,1,1,4,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,1,2,3,"0"
13,4,2,9,13,99,2,0,5,9,12,3,2,1,2,2,2,1,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,"0"
7,10,2,8,1,1,3,0,2,0,12,2,2,2,1,1,2,2,2,2,2,2,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,"0"
13,3,1,10,17,99,1,1,6,9,12,1,2,1,3,1,1,1,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,"0"
14,4,2,27,10,99,2,1,7,9,12,1,2,3,3,1,2,2,2,2,2,2,3,2,2,2,2,2,2,1,1,1,4,1,1,1,1,2,2,2,1,"0"
14,3,1,7,1,1,1,1,3,6,8,1,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,1,"0"
6,3,1,8,3,1,1,1,5,9,12,98,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,3,3,2,2,2,2,2,"0"
14,4,2,10,16,99,2,1,6,9,12,1,2,3,2,1,1,1,2,2,1,1,3,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,3,"0"
11,11,1,27,1,3,1,1,7,9,12,2,1,2,2,1,1,1,2,2,2,2,4,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,"0"
12,3,1,8,6,99,1,1,4,9,12,2,2,2,2,2,2,2,2,3,1,2,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,"0"
98,3,1,9,4,2,2,1,4,9,12,2,2,4,3,3,1,2,2,3,2,2,3,3,3,2,2,2,2,2,3,3,2,2,1,1,1,1,1,2,3,"0"
12,3,1,11,13,99,2,1,7,7,12,1,1,1,1,1,1,2,2,1,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
14,3,1,8,9,99,2,1,4,9,12,2,2,3,2,2,2,2,3,2,2,2,3,3,3,2,2,2,2,2,1,1,2,4,2,1,1,2,2,2,2,"0"
14,4,2,9,1,2,2,0,3,0,12,3,2,2,2,1,1,1,1,1,1,1,4,3,3,1,1,1,1,1,1,1,99,1,2,2,2,2,2,2,1,"0"
98,4,2,7,6,99,3,0,3,6,8,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,"0"
98,8,2,11,8,99,2,0,6,10,12,1,2,2,2,2,2,1,2,2,2,1,3,1,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,2,2,"0"
14,4,2,28,17,99,1,1,7,9,12,1,1,1,3,2,2,3,3,2,2,2,3,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,"0"
12,4,2,10,15,99,1,1,5,10,12,2,1,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,"0"
3,4,2,11,11,99,1,1,7,9,12,1,1,2,2,2,2,2,2,2,2,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,"0"
10,4,2,11,6,99,1,1,7,9,12,1,2,2,2,2,2,1,2,1,2,1,3,2,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,1,"0"
1,9,1,9,1,1,2,1,4,9,12,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,"0"
14,4,2,11,18,99,1,1,7,9,12,1,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,1,3,1,3,1,1,1,1,1,1,1,1,"0"
14,4,2,7,14,99,2,1,3,0,12,3,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
8,3,1,8,1,3,3,0,4,9,10,1,2,2,3,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,3,"0"
11,3,1,10,9,99,1,1,5,10,12,1,1,3,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,"0"
12,4,2,9,6,99,1,1,5,0,12,1,2,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,"0"
98,4,2,10,15,99,2,1,5,9,12,1,2,3,3,1,1,3,1,1,2,2,3,2,99,2,2,2,2,1,2,2,2,2,3,1,1,1,2,2,1,"0"
1,4,2,6,8,99,3,0,2,6,8,2,2,1,1,1,1,1,1,1,1,1,4,2,2,2,2,2,2,1,2,1,3,1,2,2,2,2,2,2,2,"0"
14,3,1,11,4,2,1,1,6,9,12,1,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,"0"
8,3,1,9,3,2,2,0,5,9,12,2,2,3,3,1,2,1,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,"0"
13,3,1,8,12,99,5,0,2,6,7,2,1,3,4,2,2,1,2,2,1,1,4,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,"0"
12,4,2,9,16,99,2,1,6,9,12,3,1,1,2,2,1,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,"0"
98,9,1,9,14,99,2,0,3,6,8,1,2,3,4,4,2,2,2,3,3,2,2,1,2,2,1,2,2,1,3,2,2,2,2,3,2,2,2,2,1,"0"
98,3,1,8,14,99,1,1,4,9,12,2,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
98,3,1,7,99,1,3,0,99,9,12,4,2,1,3,1,1,2,3,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,"0"
4,3,1,6,1,1,3,0,3,6,9,1,2,3,2,1,1,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,"0"
14,9,1,7,6,99,1,1,2,6,8,1,2,3,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,"0"
14,3,1,8,1,2,2,0,4,0,12,3,2,3,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,"0"
98,3,1,8,99,1,1,1,4,9,12,2,2,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,3,1,2,2,2,2,3,"0"
12,4,2,7,2,1,2,0,3,8,9,3,2,3,3,1,2,2,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
98,7,1,6,2,1,2,0,2,7,8,1,2,3,3,2,2,2,3,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
13,3,1,9,8,99,2,1,5,9,12,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,"0"
98,4,2,5,12,99,1,1,1,6,8,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,"0"
98,3,1,10,18,99,1,1,6,9,12,1,2,3,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,"0"
13,4,2,10,16,99,1,1,6,9,12,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,"0"
98,9,1,9,15,99,1,1,5,9,12,4,2,4,3,1,1,1,1,1,2,2,3,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,"0"
11,4,2,8,4,1,1,1,3,5,8,2,2,1,3,2,2,2,2,3,2,2,4,1,1,1,1,1,1,1,2,2,2,2,3,3,2,2,2,2,1,"0"
14,3,1,7,10,99,2,1,3,0,8,3,2,1,1,2,2,2,2,2,1,1,4,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,"0"
14,3,1,8,7,99,2,1,3,0,12,2,2,3,3,1,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,"0"
14,3,1,7,10,99,2,0,3,6,8,2,2,3,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
14,3,1,9,99,1,1,1,5,9,12,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,"0"
8,3,1,7,11,99,3,0,2,7,8,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,"0"
98,4,2,8,12,99,1,1,6,0,12,1,2,1,2,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,"0"
2,4,2,11,2,2,1,1,6,9,12,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
98,9,1,11,10,99,1,1,7,9,12,2,1,1,3,2,2,1,2,2,1,1,3,1,1,1,2,1,1,2,1,1,2,2,1,1,2,2,2,2,2,"0"
12,4,2,6,7,99,2,0,1,7,9,1,2,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,2,2,3,3,2,1,3,2,2,2,2,2,"0"
13,4,2,6,12,99,2,0,2,6,8,2,2,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,"0"
13,3,1,6,3,1,1,1,3,5,8,2,2,3,2,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,"0"
2,4,2,7,1,1,1,1,2,1,12,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,3,1,2,2,1,2,2,"0"
14,4,2,11,8,99,3,1,7,9,12,1,1,3,2,2,1,3,3,2,2,2,3,1,2,1,3,2,1,1,2,2,3,2,1,1,1,2,1,2,1,"0"
14,3,1,10,3,1,1,1,6,9,12,1,1,3,3,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,"0"
11,3,1,9,5,99,1,1,4,9,12,3,2,3,4,2,2,1,2,3,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,3,"0"
8,11,1,10,1,3,1,1,5,9,12,1,2,2,2,2,2,2,2,2,1,1,4,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,"0"
98,3,1,11,3,1,2,1,7,9,12,1,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,2,1,3,"0"
14,4,2,6,1,1,2,1,2,5,8,1,1,3,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,"0"
12,3,1,10,7,99,2,1,6,8,12,1,2,2,2,1,1,1,2,2,1,1,4,1,1,2,1,1,1,1,2,2,2,2,1,3,1,2,2,2,2,"0"
14,3,1,10,13,99,1,1,6,9,12,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,"0"
4,4,2,11,10,99,4,1,6,12,12,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,2,1,"0"
11,4,2,8,6,99,1,1,4,9,12,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,1,1,2,3,2,2,2,2,2,"0"
98,4,2,11,16,99,1,1,6,9,12,1,1,3,4,1,1,2,2,1,1,1,4,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,"0"
98,4,2,6,2,1,2,0,3,6,12,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,"0"
12,3,1,7,13,99,1,1,3,6,8,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,2,2,2,1,2,1,1,2,"0"
9,4,2,8,11,99,1,1,5,9,12,4,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,"0"
13,4,2,27,17,99,2,1,7,8,12,2,2,2,2,1,2,2,1,2,2,2,3,2,2,2,2,2,1,1,3,3,2,2,3,1,1,2,2,2,2,"0"
14,3,1,11,5,99,1,1,6,9,12,2,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,1,"0"
8,4,2,7,99,4,2,1,3,0,8,1,2,3,3,1,2,2,2,2,2,3,4,1,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,"0"
14,4,2,27,13,99,3,1,7,9,12,1,2,2,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,1,"0"
14,4,2,9,8,99,2,0,5,9,12,1,2,2,2,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,1,2,1,"0"
14,4,2,5,12,99,2,0,1,6,8,2,1,2,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,2,2,2,2,2,2,1,"0"
2,9,2,7,12,99,2,1,4,9,12,2,2,1,1,1,2,2,2,1,1,1,3,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,3,"0"
14,4,2,6,8,99,1,1,2,7,9,1,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,1,1,1,1,1,3,3,2,2,2,2,1,"0"
8,9,1,6,6,99,1,1,1,6,8,2,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,"0"
8,4,2,11,99,8,1,1,7,9,12,1,2,3,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,2,2,1,2,2,2,3,"0"
9,4,2,8,10,99,2,0,4,9,12,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,1,"0"
12,9,1,11,12,99,1,1,6,9,12,2,2,2,3,1,2,2,2,2,2,2,4,2,1,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,"0"
13,9,1,9,16,99,1,1,7,9,12,1,2,2,2,3,2,2,3,2,2,2,3,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,1,"0"
14,4,2,5,12,99,2,0,1,6,8,2,1,1,3,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,1,"0"
12,10,2,6,1,2,1,1,1,6,8,3,2,3,4,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,"0"
7,4,2,7,7,99,2,0,2,6,8,2,2,4,3,2,3,2,3,2,2,3,3,3,3,2,3,3,2,2,2,2,2,2,1,1,2,2,1,2,5,"0"
98,3,1,8,11,99,1,1,5,9,12,5,2,3,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,"0"
13,3,1,8,7,99,1,1,4,9,12,1,2,3,3,1,1,1,2,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,2,2,2,2,2,2,2,"0"
14,4,2,10,15,99,2,0,5,9,12,1,1,3,3,3,2,3,1,2,1,1,3,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,"0"
14,4,2,9,10,99,1,1,5,9,12,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,"0"
14,4,2,9,12,99,1,1,5,7,12,2,2,1,2,2,2,1,2,2,2,1,4,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,"0"
9,3,1,8,99,2,3,0,3,0,8,1,2,3,4,1,1,2,2,1,1,2,3,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,3,"0"
98,3,1,11,2,1,1,1,7,6,12,1,2,1,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
14,4,2,7,13,99,1,1,5,9,12,1,2,2,1,2,2,1,2,2,1,1,3,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,1,"0"
98,9,1,10,8,99,2,0,5,9,12,1,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,"0"
14,3,1,11,11,99,2,1,7,8,12,1,1,1,2,1,2,2,2,1,1,2,3,2,2,2,2,2,1,1,1,1,2,1,2,1,1,2,2,2,1,"0"
12,9,1,10,6,99,1,1,5,9,12,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,1,1,1,3,3,1,2,2,2,2,"0"
12,4,2,11,6,99,1,1,6,9,12,1,2,3,3,1,2,2,3,3,2,2,3,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,2,2,"0"
2,10,1,8,99,1,1,1,4,9,12,2,2,3,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,3,2,2,1,1,1,1,2,2,4,"0"
14,4,2,8,14,99,2,1,3,1,8,2,2,2,2,2,1,1,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,"0"
13,3,1,7,7,99,1,1,3,8,9,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,"0"
98,4,2,7,6,99,1,1,3,6,8,1,2,3,4,2,2,2,2,3,3,2,3,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,"0"
13,4,2,9,7,99,2,1,6,9,12,2,2,4,4,3,2,2,3,2,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,3,"0"
12,3,1,9,3,2,1,1,5,9,12,1,2,2,3,3,2,2,3,3,2,2,3,3,3,2,2,2,2,1,2,2,2,2,3,1,1,1,2,2,2,"0"
98,3,1,10,99,2,1,1,6,9,12,1,2,1,3,1,1,1,1,2,1,1,4,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,"0"
8,4,2,7,10,99,3,0,2,6,8,2,2,2,1,2,2,2,2,2,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
10,11,2,27,1,1,1,1,6,10,12,2,2,3,3,1,2,3,2,2,2,2,3,2,2,2,2,2,2,1,3,3,2,2,2,1,2,2,2,2,3,"0"
12,3,1,7,1,3,2,1,4,9,12,1,2,3,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,"0"
14,4,2,10,2,4,2,1,5,10,12,1,2,3,3,2,2,3,3,2,1,1,3,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,1,"0"
14,3,1,9,9,99,2,1,5,9,12,1,1,2,2,1,1,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,"0"
14,4,2,9,12,99,1,1,5,9,12,1,1,2,3,2,2,2,2,2,2,1,3,1,2,1,1,1,1,1,2,1,2,2,2,3,2,2,2,2,1,"0"
14,4,2,5,12,99,1,1,1,5,8,2,2,2,3,3,2,1,1,3,2,1,4,1,1,1,1,1,1,1,1,1,2,2,3,3,2,2,2,2,1,"0"
10,4,2,6,2,3,1,1,2,0,8,2,2,3,3,2,3,1,1,2,1,2,3,3,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,1,"0"
11,4,2,11,16,99,2,1,6,9,12,2,2,2,2,1,2,2,2,2,2,2,4,1,1,1,1,1,1,1,3,2,2,2,1,1,2,2,1,2,1,"0"
14,4,2,11,18,99,1,1,7,9,12,2,2,4,3,2,2,2,3,3,1,2,2,1,2,1,2,1,1,1,3,2,3,2,1,1,1,1,1,2,1,"0"
98,3,1,9,2,3,3,1,6,9,12,1,2,2,2,2,2,1,2,2,2,2,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,"0"
11,4,2,8,5,99,1,1,5,9,12,1,1,2,3,2,2,1,1,1,1,2,3,1,1,1,1,1,1,1,2,2,2,2,3,1,1,2,1,2,2,"0"
98,4,2,6,13,99,2,1,2,6,8,1,2,3,3,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
14,3,1,9,6,99,2,0,5,9,12,2,2,2,2,2,2,2,1,3,1,1,3,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,"0"
8,3,1,8,3,1,1,1,4,9,12,1,2,1,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,3,"0"
14,3,1,7,13,99,1,1,3,6,8,1,2,3,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,"0"
14,3,1,11,2,1,1,1,7,9,12,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,1,2,2,2,2,2,2,1,"0"
98,8,2,8,14,99,1,1,3,6,8,2,2,2,2,1,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,"0"
13,3,1,7,15,99,2,1,4,9,12,3,1,2,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,3,3,2,2,2,2,2,"0"
14,3,1,8,11,99,1,1,3,5,8,2,2,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,"0"
13,4,2,6,12,99,2,0,1,6,8,2,2,1,3,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,1,1,1,1,3,3,2,2,2,2,1,"0"
14,3,1,8,8,99,2,0,4,7,9,1,2,3,2,2,2,2,2,3,1,1,4,99,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,1,"0"
13,3,1,10,16,99,2,0,6,9,12,1,2,2,2,2,2,3,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,"0"
13,3,1,7,6,99,3,0,2,7,8,1,2,3,3,2,1,1,2,3,2,2,3,2,2,2,2,2,2,3,1,2,1,2,2,2,2,2,1,2,3,"0"
98,3,1,7,13,99,2,0,3,0,12,2,2,2,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,"0"
3,10,2,8,6,99,2,0,4,9,12,1,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,"0"
14,4,2,6,4,1,4,0,2,7,9,1,2,2,3,1,2,2,2,2,2,2,4,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,"0"
13,3,1,7,13,99,3,0,2,6,8,3,2,4,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
14,4,2,5,11,99,2,0,1,6,8,3,2,1,3,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,2,1,1,2,2,1,2,2,2,1,"0"
14,4,2,8,13,99,2,1,4,0,9,3,1,1,1,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
13,3,1,10,17,99,1,1,6,9,12,2,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,"0"
8,3,1,8,6,99,2,1,3,5,8,2,2,2,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,"0"
1,3,1,9,2,1,1,1,6,9,12,2,2,1,4,1,4,4,2,1,3,3,1,1,2,1,4,4,4,1,1,1,1,1,2,2,2,2,2,1,2,"0"
13,3,1,9,15,99,3,0,5,9,12,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,"0"
5,9,2,8,99,2,2,1,5,9,12,1,2,3,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,"0"
14,3,1,7,7,99,1,1,2,0,8,1,2,3,4,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"0"
12,9,2,8,2,2,1,1,3,5,12,2,2,2,3,2,2,2,1,1,1,2,3,3,3,3,2,2,2,1,2,2,1,1,3,2,2,2,1,1,2,"0"
13,9,2,9,11,99,1,1,6,9,12,2,1,3,3,1,1,1,2,1,2,2,3,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,2,1,"0"
11,4,2,9,5,99,2,0,4,9,12,2,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,3,3,2,2,2,2,2,"0"
12,3,1,8,14,99,2,1,4,9,12,1,2,3,3,1,2,2,2,2,2,2,4,1,2,1,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,"0"
9,4,2,6,12,99,1,1,1,6,8,1,2,3,2,2,2,2,2,1,2,2,3,1,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,1,"0"
98,3,1,8,4,98,2,1,3,6,8,1,2,1,1,2,1,2,1,1,1,1,4,1,2,2,1,1,1,1,4,1,1,1,2,3,2,2,2,2,2,"0"
11,3,1,11,99,2,2,1,7,9,12,2,2,3,2,2,2,1,2,3,2,2,3,2,2,2,2,2,2,2,2,2,4,3,2,1,1,2,2,2,2,"0"
11,4,2,9,16,99,1,1,5,9,12,2,2,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,1,2,2,1,1,2,1,1,2,2,2,3,"0"
14,3,1,6,13,99,2,0,3,6,8,2,2,2,3,2,1,1,1,2,1,1,3,1,1,1,1,1,1,2,1,1,2,2,3,3,2,2,2,2,1,"0"
8,4,2,10,7,99,1,1,6,8,12,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,3,"0"
13,4,2,9,1,1,1,1,5,9,12,1,2,2,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,"0"
13,4,2,7,12,99,2,0,2,6,8,1,2,3,2,1,1,2,1,2,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,2,"0"
14,9,1,7,1,5,1,1,3,7,8,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,"0"
1,4,2,10,2,2,2,1,6,9,12,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,"0"
14,3,1,10,14,99,2,1,5,0,12,2,2,2,2,2,2,2,2,1,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,"0"
